,target,ids,date,flag,user,text
945644,1,1822393227,Sat May 16 19:28:32 PDT 2009,NO_QUERY,chrisilluminati,@tinyraisins welcome 
971566,1,1831221356,Sun May 17 18:27:20 PDT 2009,NO_QUERY,Kaylaaduhh,@shannonrossetti ill bring the popcorn 
955815,1,1825103243,Sun May 17 04:21:27 PDT 2009,NO_QUERY,KIERAAAA_,@Jonasbrothers http://twitpic.com/58grb hard one is joe in the blue or checked shirt? seriosuly they look the sameeee! haha 
965488,1,1827615868,Sun May 17 11:05:07 PDT 2009,NO_QUERY,Restrictor,"Rick Hendrick will be on Oprah on Tuesday. Just FYI. Take any and all appropriate measures, I guess.  #NASCAR"
1046315,1,1957649602,Fri May 29 01:09:46 PDT 2009,NO_QUERY,iamfrances,it is now 4:06 in the morning... time to go to sleep 
820724,1,1553803711,Sat Apr 18 15:15:22 PDT 2009,NO_QUERY,sunshinebarbee,deffinately gonna take a nap --- a long napppyy 
1004468,1,1880420443,Fri May 22 01:10:39 PDT 2009,NO_QUERY,futsaldynamic,England trip! Arrival @ manchester AirPort .. Mel B was with us   http://post.ly/cgG
842182,1,1563620558,Sun Apr 19 23:33:02 PDT 2009,NO_QUERY,Annaloser,Writing. 
806185,1,1468772970,Tue Apr 07 03:39:27 PDT 2009,NO_QUERY,Karageorgakis,@mikroanalogo Thank you! These lawyers are constantly talking on the phone... I think I'll just leave! 
1012104,1,1881170083,Fri May 22 03:50:02 PDT 2009,NO_QUERY,husnik,"Back to Dubai, a lot to catch up with. Next week i have my exams at LBS, serious studying is needed. I hope i have 32 hours in my day "
965499,1,1827616419,Sun May 17 11:05:11 PDT 2009,NO_QUERY,LynzeeNicole3,such a pretty day  washing my car!!!
812878,1,1548641763,Fri Apr 17 21:32:05 PDT 2009,NO_QUERY,dannyxmcflyxluv,"I had a really amazing night tonight, even though John couldn't make it... 17 Again is one of the best movies i have seen in a LONG time "
929904,1,1760148213,Sun May 10 20:47:03 PDT 2009,NO_QUERY,kayleex3jonas,@HeatherHavoc; SOUNDS GOOOD! 
873996,1,1679841665,Sat May 02 10:18:17 PDT 2009,NO_QUERY,XOneenie,@jimmyfallon thats awesome 
858779,1,1675828994,Fri May 01 20:25:40 PDT 2009,NO_QUERY,mrsccool,"@joeymcintyre ok Joe you need to pick a Joe's girl for a contest, and I should be ur Joe's girl!   smoooooches"
864913,1,1677364224,Sat May 02 01:41:57 PDT 2009,NO_QUERY,LiLViciousSODMG,@BIGBOOTYBRE dont even waste your time following @powerDBO lol tell him to put a pic up and then make your decision 
925636,1,1755378790,Sun May 10 08:59:28 PDT 2009,NO_QUERY,SabrinazMoM,Dina &amp; Doug sittin in a tree K-I-S-S-I-N-G ... haha 
800116,1,1467841854,Mon Apr 06 22:27:56 PDT 2009,NO_QUERY,angelaleeds,"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. "
987118,1,1834633261,Mon May 18 03:40:17 PDT 2009,NO_QUERY,NellCAdams,@rustyrockets Dreamt about you last night! It was a good dream... 
910938,1,1751784246,Sat May 09 20:16:03 PDT 2009,NO_QUERY,Kntillman,God is so good!! 
898868,1,1693700226,Sun May 03 23:27:25 PDT 2009,NO_QUERY,ask,@gnat Oh - your domain expired!  You need to renew it... 
895782,1,1692786816,Sun May 03 20:46:57 PDT 2009,NO_QUERY,mgozzler,@buckhollywood it's hugs  
833336,1,1557747399,Sun Apr 19 05:48:52 PDT 2009,NO_QUERY,xnorajanex,@nick_carter i definitely wanna come 
866955,1,1677701832,Sat May 02 03:31:09 PDT 2009,NO_QUERY,DMurt,it's my 18th in six days baby 
822348,1,1554496586,Sat Apr 18 17:09:17 PDT 2009,NO_QUERY,darianiscool,@alexalltimelow d philly!  or pottstown 
949791,1,1823821194,Sat May 16 23:05:34 PDT 2009,NO_QUERY,Cindyinthia,"Gotta get up @4 an walk for relay,ugh I don't wana,I'm so sore,so sick,can't stand it,I'm just gonna lay here an cuddle wit ma Teddy  LOL"
937760,1,1793290617,Thu May 14 02:07:04 PDT 2009,NO_QUERY,misswendy7,just woke up 
916752,1,1753366203,Sun May 10 01:17:14 PDT 2009,NO_QUERY,treasureblaizin,Is on her way home  aloha and good night everyone!
823602,1,1556015234,Sat Apr 18 21:22:28 PDT 2009,NO_QUERY,dakotalily,@wollyhalker scared?? really??? i expect that picture tonight!  momma needs a new profile picture
980440,1,1834025965,Mon May 18 01:20:32 PDT 2009,NO_QUERY,Pete_Hyena,@tzijlstra good luck mate. Total forgot your T shirt again will put it in my bag tonight so it'll be here tomo 
980899,1,1834062510,Mon May 18 01:29:11 PDT 2009,NO_QUERY,mr_mr,@nickpadmore You wear socks on your hands? Whatever floats your boat mate 
985814,1,1834509947,Mon May 18 03:12:31 PDT 2009,NO_QUERY,lordmuttley,@HypnoticYogi great weekend got quality time with the family and plenty of gaming LOL 
829093,1,1557122390,Sun Apr 19 02:08:12 PDT 2009,NO_QUERY,EverywhereTrip,I should will all my online assets to a spammer so I can sell everyone Viagra from the grave 
987794,1,1834699460,Mon May 18 03:54:30 PDT 2009,NO_QUERY,JP09DisneyRocks,@ddlovato To find somebody like this is a godsend. I'm glad you did. 
1045444,1,1957552300,Fri May 29 00:51:40 PDT 2009,NO_QUERY,cadmium66,"Dim the lights, turn it up, and be transported  ? http://blip.fm/~78ts7"
810602,1,1469816959,Tue Apr 07 07:30:22 PDT 2009,NO_QUERY,AmyriadfthINGs,"@BarbieBabs &gt; them like &quot;hetookmytoyaway&quot; which i have a few of, coz luke often looks like that.. "
907831,1,1695925269,Mon May 04 07:14:50 PDT 2009,NO_QUERY,shaunarawrr_x,@taylorswift13 you really have to come to ireland some time! we love you over here &lt;3 
928529,1,1759617649,Sun May 10 19:36:34 PDT 2009,NO_QUERY,NiGhT_RaVeN13,"Ok, after that eventful night i'm off to bed, good night everyone "
1014736,1,1881475136,Fri May 22 04:46:09 PDT 2009,NO_QUERY,sparkica,"@neurovore Hehe, true. Considering buying one. Or two "
1023169,1,1882953397,Fri May 22 07:45:59 PDT 2009,NO_QUERY,xxsabrinaxx,@jacobmeadrocks: Awwwwwww  &lt;3 *muwaaaaaa* urz is sooo sweet!
811284,1,1470015219,Tue Apr 07 08:05:41 PDT 2009,NO_QUERY,SEOSEM,mining the long tail for negative KW's for PPC 
837100,1,1558676313,Sun Apr 19 09:04:58 PDT 2009,NO_QUERY,dinstar,Let Ashton/Britney etc have it. They are fooling themselves. Let them go the way they want. To their beloved SM stratosphere. 
858215,1,1574088761,Tue Apr 21 04:12:02 PDT 2009,NO_QUERY,Dutchiedude,"@Dreamyeyes i think you are great for him, as he is a cool dude "
817193,1,1551681812,Sat Apr 18 09:41:57 PDT 2009,NO_QUERY,imissyouso,I love Beverly Hills 90210 and Gossip Girl 
959266,1,1825974873,Sun May 17 07:22:31 PDT 2009,NO_QUERY,Hotspur_1882,"@RachaelPhillips did I read at one point on your travel you were not a good photographer, those pics are amazing, looks beautiful "
917327,1,1753467741,Sun May 10 01:47:15 PDT 2009,NO_QUERY,ethandhan,"i want to wake up early, and get a coffee tomorrow (today) !  it's going to be a busyy day! but have to keep writing.. booo whoo!"
868665,1,1677978305,Sat May 02 04:57:36 PDT 2009,NO_QUERY,jjnado,Rain rain rain....I love rain....Mainly cuz sports halt for it 
883576,1,1686154318,Sun May 03 04:02:49 PDT 2009,NO_QUERY,fodwyer,"@cimota can't help there...these days I'm too lazy even for engadget etc, I just wait for a twitter buzz or the apple store to go down "
997849,1,1836151324,Mon May 18 07:28:15 PDT 2009,NO_QUERY,Lu0206,summer is almost here 
901440,1,1694238331,Mon May 04 01:42:29 PDT 2009,NO_QUERY,ac07,watching Please Twins.  gonna make some Iced Tea :-bd
939817,1,1793775449,Thu May 14 03:57:04 PDT 2009,NO_QUERY,hooeyspewer,@geokitten78 Sorry! Hate it when that happens. Hope the rest of the day goes well 
970056,1,1828004076,Sun May 17 11:53:39 PDT 2009,NO_QUERY,TferThomas,"@burcuakyol Following on from my previous tweet...Not very successfully, but I do try "
1010331,1,1880991138,Fri May 22 03:13:13 PDT 2009,NO_QUERY,katelynmeow,#shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow 
937099,1,1793159534,Thu May 14 01:36:14 PDT 2009,NO_QUERY,Ian_Cairns,@joshua_fox do not twitter or anything about it till sunday  then twit all u lyk
809190,1,1469395847,Tue Apr 07 06:15:02 PDT 2009,NO_QUERY,sharagrif,@hakerem I disagree. Women are clearly better at multi-tasking. Google it 
934723,1,1792538536,Wed May 13 23:26:30 PDT 2009,NO_QUERY,CADbloke,&quot;smear&quot; as in poo. #Visio  LOL @ windex coffee.
970285,1,1828023132,Sun May 17 11:56:00 PDT 2009,NO_QUERY,marlacarissa,Free coffee at Costco = yummy breakfast. Free is always good 
977091,1,1833698503,Mon May 18 00:08:57 PDT 2009,NO_QUERY,SparklesDaCat,"Today (Sunday) was goooooood!  Good times, good times!  "
990645,1,1835019293,Mon May 18 04:54:45 PDT 2009,NO_QUERY,nsm2545,@MAKAEL86 Good mornin' Makael.  Have a FAB day. 
832719,1,1557633871,Sun Apr 19 05:14:10 PDT 2009,NO_QUERY,WollemiPine,@JeffTracey Had forgotten about that one 
844529,1,1564072817,Mon Apr 20 01:37:52 PDT 2009,NO_QUERY,Picklelou,"@DHughesy What a guy, what a Hubby ... terrible liar "
996576,1,1835921429,Mon May 18 07:01:18 PDT 2009,NO_QUERY,Mrs_Achievement,@BiGVixXen I use it for flights...hate hate flying...take it 1/2 an hour b4 u get on and you should be angst-free 
979872,1,1833972685,Mon May 18 01:08:29 PDT 2009,NO_QUERY,peeps_rainbow,@Syazoo hehe i miss u too! goodluck for your exams 
1040917,1,1957015647,Thu May 28 23:17:01 PDT 2009,NO_QUERY,laurencastillo,@therealTiffany hiiii  how are you?
966320,1,1827682785,Sun May 17 11:13:37 PDT 2009,NO_QUERY,iainstephen,Been using my hackentosh with the iDeneb 10.5.7 update for most of the day with no problems  Going to try a fresh install of Dropbox now.
969986,1,1827996184,Sun May 17 11:52:40 PDT 2009,NO_QUERY,wxman88,@aplusk There was some controversy. Watch this.  -  http://bit.ly/L3Nzh
945764,1,1822430501,Sat May 16 19:33:38 PDT 2009,NO_QUERY,_Lunacy_,"All you can eat, ma daaaaj "
985207,1,1834453665,Mon May 18 03:00:00 PDT 2009,NO_QUERY,JamesWyl,"Todays plan: 11-12 Maths, 12-1 Lunch and OTH, 1-3 More Studying, 3-4 Cleaning, 4-9 whatever.. 9+ TV  I feel like Gatsby with my daily plan"
887673,1,1687067898,Sun May 03 07:40:08 PDT 2009,NO_QUERY,kiahxkitty,"@BIGGC_  why, what do you call it?"
1025119,1,1883410299,Fri May 22 08:30:28 PDT 2009,NO_QUERY,xSpotlighted,"@cozmosis i know :| firefox pisses me off sometimes, somethin freaky happens to me. if it crashes, i just refresh desktop &amp; it uncrashes "
922786,1,1754522498,Sun May 10 06:33:32 PDT 2009,NO_QUERY,Kimtaro,"@dshack yep, maybe it's time to turn off tabs until something smarter comes around. Or go back to OmniWeb! "
